年份,省份,城市,省份代码,城市代码,胡焕庸线,地区生产总值(万元),人均地区生产总值(元),户籍人口(万人),城镇非私营单位从业人员数(万人),城镇私营和个体从业人员数(人),年末城镇登记失业人员数(人),城镇非私营单位在岗职工平均人数(万人),城镇非私营单位在岗职工工资总额(万元),城镇非私营单位在岗职工平均工资(元)
2012,四川省,达州市,510000,511700,东南侧,11354623,20685,695.6,26.8,419113,18614,27,967885,36332.02
2013,四川省,达州市,510000,511700,东南侧,12454149,18102,687.6,34,366087,18518,32,1248898,39497.09
2014,四川省,达州市,510000,511700,东南侧,13478324,24411,688.1,31.978,578054,16373,29,1279081,43388.09
2015,四川省,达州市,510000,511700,东南侧,13507623,24342,682.8,34.498,534616,14990,29,1398585,48672
2016,四川省,达州市,510000,511700,东南侧,14470836,25921,684,37.613,566693,17016,29,1560787,53081
2017,四川省,达州市,510000,511700,东南侧,15839400,28066,672,48.423,586627,19811,48,2457777,50756
2018,四川省,达州市,510000,511700,东南侧,16901741,29627,666,52.807,601253,19154,53,3084228,57940
2019,四川省,达州市,510000,511700,东南侧,20420000,35625,659,53.256,,17299,53,,61582
2020,四川省,达州市,510000,511700,东南侧,21170000,38068,,51.478,,,,,64810
2021,四川省,达州市,510000,511700,东南侧,23520000,43646,649,,,,,,73376.63
2022,四川省,达州市,510000,511700,东南侧,25030000,46588,644,38.068,,,38,8068,
2023,四川省,达州市,510000,511700,东南侧,26570000,49755,,,,,,,
2024,四川省,达州市,510000,511700,东南侧,28020000,52740,,,,,,,
2000,四川省,雅安市,510000,511800,东南侧,739362,,149.81,10.6,,5605,10,75679,7221
2001,四川省,雅安市,510000,511800,东南侧,810416,5385,151.13,9.84,,8812,10,85643,8874.92
2002,四川省,雅安市,510000,511800,东南侧,895209,5895,152.58,9.48,28700,7570,9,91733,9970.98
2003,四川省,雅安市,510000,511800,东南侧,1003435,6564,153.15,8.87,84800,8671,9,95179,11080.21
2004,四川省,雅安市,510000,511800,东南侧,1215901,8015,153.4,9.06,102540,5454,9,105790,12035.27
2005,四川省,雅安市,510000,511800,东南侧,1264636,8310,154.32,8.88,87258,5664,9,115012,13483.24
2006,四川省,雅安市,510000,511800,东南侧,1489092,9828,152.61,8.95,110374,5257,9,126121,14768.27
2007,四川省,雅安市,510000,511800,东南侧,1767505,10871,153.67,9.25,113562,5000,9,160483,17732.93
2008,四川省,雅安市,510000,511800,东南侧,2132237,14051,154.54,9.33,130100,6200,9,184940,20189.96
2009,四川省,雅安市,510000,511800,东南侧,2396141,15710,155.15,9.35,135722,4700,9,207788,23138.98
2010,四川省,雅安市,510000,511800,东南侧,2865379,18787,154.9,9.79,143063,6423,9,237559,25934.39
2011,四川省,雅安市,510000,511800,东南侧,3501250,23147,155.8,9.59,145138,5808,9,280032,31011.3
2012,四川省,雅安市,510000,511800,东南侧,3980524,26157,156.5,10.1,263400,5913,9,339951,36831.09
2013,四川省,雅安市,510000,511800,东南侧,4179698,26622,157,10.7,43647,5327,10,385357,40099.58
2014,四川省,雅安市,510000,511800,东南侧,4624143,30052,157.2,11.056,44689,5323,10,443502,44752.98
2015,四川省,雅安市,510000,511800,东南侧,5025788,32523,154.91,11.127,47175,5200,10,494139,49626
2016,四川省,雅安市,510000,511800,东南侧,5453272,35335,155,11.283,43438,5114,10,590430,54361
2017,四川省,雅安市,510000,511800,东南侧,6027700,39172,154,11.596,40733,5146,11,596036,56503
2018,四川省,雅安市,510000,511800,东南侧,6461049,41985,153,11.518,31512,5162,10,623324,60598
2019,四川省,雅安市,510000,511800,东南侧,7240000,46984,153,12.427,10202,5348,12,719527,68543
2020,四川省,雅安市,510000,511800,东南侧,7550000,52366,,81.3,,,,,77965
2021,四川省,雅安市,510000,511800,东南侧,8410000,58617,152,,,,,,84895
2022,四川省,雅安市,510000,511800,东南侧,9030000,62981,152,14.696,,,13,1238960,
2023,四川省,雅安市,510000,511800,东南侧,10100000,70582,,,,,,,
2024,四川省,雅安市,510000,511800,东南侧,10830000,75680,,,,,,,
2000,四川省,巴中市,510000,511900,东南侧,840097,,346.71,12.43,,10428,12,79720,6502
2001,四川省,巴中市,510000,511900,东南侧,864925,2482,350.29,12.98,,11377,12,92742,7576.96
2002,四川省,巴中市,510000,511900,东南侧,956326,2718,353.52,12.97,77100,12463,13,107930,8627.5
2003,四川省,巴中市,510000,511900,东南侧,1082321,3051,356.06,13.25,81418,10635,13,122546,9687.43
2004,四川省,巴中市,510000,511900,东南侧,1246570,4161,361.09,12.96,66918,9993,12,131184,10613.59
2005,四川省,巴中市,510000,511900,东南侧,1290055,4237,362.96,12.8,97507,10197,12,139241,11175.04
2006,四川省,巴中市,510000,511900,东南侧,1460812,4705,370.45,12.98,104212,10247,12,160539,13083.86
2007,四川省,巴中市,510000,511900,东南侧,1761156,5632,374.22,13.15,118144,10000,12,182780,14645.83
2008,四川省,巴中市,510000,511900,东南侧,2137624,6806,398.57,13.27,113963,10819,13,222021,17210.93
2009,四川省,巴中市,510000,511900,东南侧,2383161,7548,401.18,13.68,131000,11900,13,287584,21969.75
2010,四川省,巴中市,510000,511900,东南侧,2809074,8618,388.01,14.44,139200,11596,13,326065,24701.89
2011,四川省,巴中市,510000,511900,东南侧,3433939,10433,389.4,17.17,173756,11400,15,424016,28785.88
2012,四川省,巴中市,510000,511900,东南侧,3904003,11823,390,17.8,183634,13125,15,526984,34264.24
2013,四川省,巴中市,510000,511900,东南侧,4159422,10665,390.2,26.5,200547,13947,18,703979,39306.48
2014,四川省,巴中市,510000,511900,东南侧,4566596,13756,383.1,28.312,232524,14396,18,769496,42466.67
2015,四川省,巴中市,510000,511900,东南侧,5013438,15076,379.52,30.901,243600,14962,20,948413,43825
2016,四川省,巴中市,510000,511900,东南侧,5446605,16415,375,30.099,178496,16530,19,1004207,52213
2017,四川省,巴中市,510000,511900,东南侧,6014400,18148,376,32.403,184864,16146,17,1041238,55611
2018,四川省,巴中市,510000,511900,东南侧,6458842,19458,368,33.922,201743,15809,19,1155669,59637
2019,四川省,巴中市,510000,511900,东南侧,7540000,22716,366,37.926,280803,16494,20,1300499,64949
2020,四川省,巴中市,510000,511900,东南侧,7670000,27951,,,,,,,73449
2021,四川省,巴中市,510000,511900,东南侧,7430000,27510,362,64.65,,,,,79188
2022,四川省,巴中市,510000,511900,东南侧,7650000,28641,359,60.85,,,17,1398451,
2023,四川省,巴中市,510000,511900,东南侧,7800000,29517,,,,,,,
2024,四川省,巴中市,510000,511900,东南侧,8710000,33213,,,,,,,
2000,四川省,资阳市,510000,512000,东南侧,1428628,,488.47,16.42,,9614,16,119212,7418
2001,四川省,资阳市,510000,512000,东南侧,1533988,3141,488.2,15.15,,10568,15,131950,8837.91
2002,四川省,资阳市,510000,512000,东南侧,1680151,3442,488.01,14.54,29520,10323,14,141659,10032.51
2003,四川省,资阳市,510000,512000,东南侧,1944489,3986,487.57,14.15,34943,9880,14,155027,11299.34
2004,四川省,资阳市,510000,512000,东南侧,2369337,5608,488.02,13.82,37106,10080,13,167280,12643.99
2005,四川省,资阳市,510000,512000,东南侧,2548422,6014,488.91,13.91,56737,11620,13,179742,13679
2006,四川省,资阳市,510000,512000,东南侧,3001036,7049,489.4,14.04,72592,12546,13,200308,14937.21
2007,四川省,资阳市,510000,512000,东南侧,3739669,8818,493.22,14.2,79317,12330,14,236148,17312.9
2008,四川省,资阳市,510000,512000,东南侧,4676250,11068,497.15,14.65,93373,12248,14,292507,21226.92
2009,四川省,资阳市,510000,512000,东南侧,5345119,12616,501.35,15.51,98417,12525,14,350847,24229.77
2010,四川省,资阳市,510000,512000,东南侧,6579017,16644,501.13,16.07,96926,13606,16,414856,26323.35
2011,四川省,资阳市,510000,512000,东南侧,8364437,22931,503.9,16.51,113056,14288,16,519526,31736.47
2012,四川省,资阳市,510000,512000,东南侧,9847194,27283,505.9,17.4,111601,14111,16,572605,
2013,四川省,资阳市,510000,512000,东南侧,10923616,21546,507.3,27.3,130627,18575,23,929833,39702.52
2014,四川省,资阳市,510000,512000,东南侧,11956020,33592,507.3,26.124,136509,19694,22,933275,41944.94
2015,四川省,资阳市,510000,512000,东南侧,12703811,35702,503.68,26.038,158892,29919,26,1071910,50455
2016,四川省,资阳市,510000,512000,东南侧,9434411,37308,355,18.197,148853,13954,15,805072,55033
2017,四川省,资阳市,510000,512000,东南侧,10222100,40137,349,17.61,122802,14139,14,874565,60891
2018,四川省,资阳市,510000,512000,东南侧,10665332,42117,346,18.72,187749,14546,15,984669,66560
2019,四川省,资阳市,510000,512000,东南侧,7780000,31019,342,16.3,259700,13873,16,1048941,69358
2020,四川省,资阳市,510000,512000,东南侧,8080000,34806,,,,,,,78205
2021,四川省,资阳市,510000,512000,东南侧,8910000,38717,337,,,,,,82667
2022,四川省,资阳市,510000,512000,东南侧,9480000,41586,333,,,,,,
2023,四川省,资阳市,510000,512000,东南侧,10190000,45078,,,,,,,
2024,四川省,资阳市,510000,512000,东南侧,10900000,48758,,,,,,,
2000,贵州省,贵阳市,520000,520100,东南侧,2648110,,331.57,54.92,,27769,54,473641,8784
2001,贵州省,贵阳市,520000,520100,东南侧,3027470,9073,335.81,53.8,,31331,49,525095,10610.12
2002,贵州省,贵阳市,520000,520100,东南侧,3363696,9948,340.44,55.15,300600,30925,52,575551,10987.99
2003,贵州省,贵阳市,520000,520100,东南侧,3809191,10962,344.86,56.67,298300,31211,55,664234,12181.07
2004,贵州省,贵阳市,520000,520100,东南侧,4436292,12683,347.81,58.91,384100,33018,57,791311,13809.97
2005,贵州省,贵阳市,520000,520100,东南侧,5256159,14934,350.66,61.91,218121,31843,61,964896,15925
2006,贵州省,贵阳市,520000,520100,东南侧,6028845,17025,354.52,60.56,243461,31239,59,1086325,18522.17
2007,贵州省,贵阳市,520000,520100,东南侧,6937170,19489,359.82,66.22,269526,31680,63,1420653,22578.72
2008,贵州省,贵阳市,520000,520100,东南侧,8110521,20638,363.93,66.38,284570,30280,65,1704279,26386.11
2009,贵州省,贵阳市,520000,520100,东南侧,9719382,24585,367.08,68.56,287087,28588,65,1803395,27579.06
2010,贵州省,贵阳市,520000,520100,东南侧,11218174,26057,337.16,70.34,466505,28353,65,2033935,31128.48
2011,贵州省,贵阳市,520000,520100,东南侧,13830724,31712,376.1,76.52,,30649,71,2742300,38672.97
2012,贵州省,贵阳市,520000,520100,东南侧,17003048,38447,374.5,82.7,404745,29060,76,3236338,42661.98
2013,贵州省,贵阳市,520000,520100,东南侧,20854252,55024,379.1,97.7,457991,32391,89,4508238,50819.95
2014,贵州省,贵阳市,520000,520100,东南侧,24972691,55018,382.9,103.865,459500,34673,92,5434671,59330.47
2015,贵州省,贵阳市,520000,520100,东南侧,28911600,63003,391.79,104.019,438514,35281,93,5813417,63949
2016,贵州省,贵阳市,520000,520100,东南侧,31577001,67772,401,105.745,376767,35103,94,6511239,70535
2017,贵州省,贵阳市,520000,520100,东南侧,35379600,74493,408,109.064,502301,34971,97,7149404,73939
2018,贵州省,贵阳市,520000,520100,东南侧,37984538,78449,418,106.328,392358,34951,93,7694559,82685
2019,贵州省,贵阳市,520000,520100,东南侧,40400000,81995,428,107.82,,34914,99,9158619,92650
2020,贵州省,贵阳市,520000,520100,东南侧,43120000,72246,,113.268,,,102,10377678,101829
2021,贵州省,贵阳市,520000,520100,东南侧,47110000,77919,445,111.209,,,101,10776001,106188
2022,贵州省,贵阳市,520000,520100,东南侧,49210000,79872,450,104.607,,,97,10238254,
2023,贵州省,贵阳市,520000,520100,东南侧,51550000,81670,,,,,,,
2024,贵州省,贵阳市,520000,520100,东南侧,57770000,88846,,,,,,,
2000,贵州省,六盘水市,520000,520200,东南侧,815053,,283.48,17.09,,10983,16,123666,7827
2001,贵州省,六盘水市,520000,520200,东南侧,905076,3177,286.27,18.87,,10605,16,148606,9116.93
2002,贵州省,六盘水市,520000,520200,东南侧,1011188,3454,289.05,17.57,65146,10744,17,175038,10595.52
2003,贵州省,六盘水市,520000,520200,东南侧,1170820,3956,292.62,17.15,66792,10027,16,189206,11722.8
2004,贵州省,六盘水市,520000,520200,东南侧,1510957,5052,295.51,17.48,90128,10650,16,225645,13717.02
2005,贵州省,六盘水市,520000,520200,东南侧,2075507,6879,297.17,18.4,75125,10711,17,286927,16749.97
2006,贵州省,六盘水市,520000,520200,东南侧,2539238,8363,300.43,17.99,74325,18600,17,332579,19026.26
2007,贵州省,六盘水市,520000,520200,东南侧,3008419,9844,308.96,18.77,71739,10600,18,394556,22520.32
2008,贵州省,六盘水市,520000,520200,东南侧,3842663,12944,312.97,17.94,126129,18000,17,433100,25795.12
2009,贵州省,六盘水市,520000,520200,东南侧,4301556,14422,319.35,18.78,144471,12044,18,489915,27931.3
2010,贵州省,六盘水市,520000,520200,东南侧,5006319,17462,319.2,19.61,76192,12714,18,612034,33983.01
2011,贵州省,六盘水市,520000,520200,东南侧,6138561,21522,321.4,22.18,112111,12920,20,798259,39873.08
2012,贵州省,六盘水市,520000,520200,东南侧,7386526,25877,322.5,24.3,252780,13626,22,953426,43815.53
2013,贵州省,六盘水市,520000,520200,东南侧,8821100,27142,325.4,25,115257,14182,22,1034410,46616.04
2014,贵州省,六盘水市,520000,520200,东南侧,10427300,36228,328.3,24.505,139999,14877,21,1130818,53015.38
2015,贵州省,六盘水市,520000,520200,东南侧,12010800,41618,333.4,24.094,145014,15871,20,1179787,57597
2016,贵州省,六盘水市,520000,520200,东南侧,13137000,45325,340,23.038,402254,16555,20,1269273,65015
2017,贵州省,六盘水市,520000,520200,东南侧,14617100,50136,342,24.095,450958,17494,20,1550764,77366
2018,贵州省,六盘水市,520000,520200,东南侧,15256900,52059,349,24.037,277325,18968,20,1672488,84143
2019,贵州省,六盘水市,520000,520200,东南侧,12660000,43003,353,25.23,332888,21369,20,1742320,86650
2020,贵州省,六盘水市,520000,520200,东南侧,13400000,44224,,25.701,,,21,1825408,89001
2021,贵州省,六盘水市,520000,520200,东南侧,14740000,48715,360,25.742,,,21,1983461,96261
2022,贵州省,六盘水市,520000,520200,东南侧,15040000,49839,361,29.331,,,24,2325269,
2023,贵州省,六盘水市,520000,520200,东南侧,15580000,51533,,,,,,,
2024,贵州省,六盘水市,520000,520200,东南侧,17110000,56404,,,,,,,
2000,贵州省,遵义市,520000,520300,东南侧,2367919,,692.37,31.5,,11100,27,185440,6815
2001,贵州省,遵义市,520000,520300,东南侧,2525677,3635,697.41,27.41,,22046,26,250720,9824.45
2002,贵州省,遵义市,520000,520300,东南侧,2761331,3808,704.85,25.88,132000,21400,27,239376,8855.94
2003,贵州省,遵义市,520000,520300,东南侧,3075252,4207,713.42,25.61,134064,21800,23,249913,10795.38
2004,贵州省,遵义市,520000,520300,东南侧,3623727,4919,723.01,26.77,254939,20000,24,319684,13409.56
2005,贵州省,遵义市,520000,520300,东南侧,4075747,5497,725.54,29.19,213210,21830,26,424871,16185.56
2006,贵州省,遵义市,520000,520300,东南侧,4645307,6239,732.3,30.8,256475,21520,28,506992,17940.27
2007,贵州省,遵义市,520000,520300,东南侧,5405353,7229,739.4,30.99,259862,22263,28,612201,21771.02
2008,贵州省,遵义市,520000,520300,东南侧,6557276,9570,744.02,29.18,247716,21793,26,682527,25941.73
2009,贵州省,遵义市,520000,520300,东南侧,7776409,11322,750.86,30.34,296956,21575,27,824910,30260.82
2010,贵州省,遵义市,520000,520300,东南侧,9087570,14799,784.16,30.34,297152,15900,27,897811,32923.03
2011,贵州省,遵义市,520000,520300,东南侧,11214632,18330,771.9,32.9,66438,21087,28,1130721,40542.17
2012,贵州省,遵义市,520000,520300,东南侧,13439251,22001,771.4,37.8,70422,22236,34,1549810,45302.84
2013,贵州省,遵义市,520000,520300,东南侧,15846700,20369,778.5,40.8,188420,22822,37,1865314,50550.51
2014,贵州省,遵义市,520000,520300,东南侧,18743600,30484,787,43.33,199046,22968,40,2265623,57154.97
2015,贵州省,遵义市,520000,520300,东南侧,21683400,35123,793.35,42.409,201352,23721,39,2596856,66991
2016,贵州省,遵义市,520000,520300,东南侧,24039400,38709,802,42.663,214786,22150,37,2804026,75480
2017,贵州省,遵义市,520000,520300,东南侧,27485900,44060,805,43.371,,22800,37,3002763,80638
2018,贵州省,遵义市,520000,520300,东南侧,30002339,47931,,,,22700,,3471700,88082
2019,贵州省,遵义市,520000,520300,东南侧,34830000,55411,819,47.726,,22874,43,4041561,94643
2020,贵州省,遵义市,520000,520300,东南侧,37200000,56334,,49.327,,,44,4459300,102116
2021,贵州省,遵义市,520000,520300,东南侧,41700000,63170,829,50.737,,,46,4915168,107547
2022,贵州省,遵义市,520000,520300,东南侧,44010000,66742,826,50.274,,,47,5031369,
2023,贵州省,遵义市,520000,520300,东南侧,46020000,69842,,,,,,,
2024,贵州省,遵义市,520000,520300,东南侧,50270000,76897,,,,,,,
2000,贵州省,安顺市,520000,520400,东南侧,584571,,244.23,11.71,,6230,12,74834,6451
2001,贵州省,安顺市,520000,520400,东南侧,635033,2587,246.67,10.63,,6486,10,90057,8593.23
2002,贵州省,安顺市,520000,520400,东南侧,707276,2724,249.33,10.98,47000,7375,11,101420,9478.5
2003,贵州省,安顺市,520000,520400,东南侧,787506,3042,250.59,11.57,51423,7254,12,114,9828
2004,贵州省,安顺市,520000,520400,东南侧,877905,3362,256.17,12.19,58492,7254,11,134000,11764.71
2005,贵州省,安顺市,520000,520400,东南侧,1060334,4026,256.88,11.65,59318,16208,12,160727,13952
2006,贵州省,安顺市,520000,520400,东南侧,1237372,4667,260.98,11.78,61421,16400,12,188062,16046.25
2007,贵州省,安顺市,520000,520400,东南侧,1457813,5536,267.36,11.47,69541,8536,11,227974,20139.05
2008,贵州省,安顺市,520000,520400,东南侧,1676482,6617,270.3,10.8,48882,8661,11,248265,23289.4
2009,贵州省,安顺市,520000,520400,东南侧,1957038,7630,273.49,11.7,114657,8513,11,293452,26271.44
2010,贵州省,安顺市,520000,520400,东南侧,2329210,10014,279.79,12.78,76905,6745,12,355637,29031.59
2011,贵州省,安顺市,520000,520400,东南侧,2855509,12468,282.3,14.44,69711,6905,14,485970,35037.49
2012,贵州省,安顺市,520000,520400,东南侧,3526171,15454,284.4,15.2,116299,7190,14,563728,39066.39
2013,贵州省,安顺市,520000,520400,东南侧,4291600,15006,285.6,16.9,195454,7402,16,721659,45936.28
